href,apartment_type,price,address,square,building_floor,floor,commission_percent,time_of_creation,agency,metro_distance,metro_station,latitude,longitude,postal_code,area
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_15_et._545109468,"
 1-к квартира",11000,"Южное ш., 30А",32.0,1,5,60,2020-07-06 10:27:00,Агентство,"1,7 км",Парк Культуры,56.226779,43.86681,603147.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_616_et._1846675904,"
 1-к квартира",13000,"Заречный б-р, 5",42.0,6,16,60,2020-07-06 10:08:00,Агентство,800 м,Заречная,56.283665,43.941353,603076.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_45_et._1783289741,"
 2-к квартира",12000,"Южное ш., 32",45.0,4,5,0,2020-07-06 09:27:00,,"1,7 км",Парк Культуры,56.227285,43.867942,603147.0,Автозаводский район
/nizhniy_novgorod/kvartiry/studiya_40_m_1015_et._902847650,"
 Студия",20000,"Малая Ямская ул., 63",40.0,10,15,70,2020-07-06 13:14:00,Агентство,1 км,Горьковская,56.309853,43.979989,603000.0,Советский район
/nizhniy_novgorod/kvartiry/studiya_19_m_1117_et._1943282677,"
 Студия",11000,"Южный б-р, 15",19.0,11,17,60,2020-07-06 08:41:00,Агентство,"2,7 км",Парк Культуры,56.2172,43.865059,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_56_m_49_et._1976137954,"
 2-к квартира",17000,"ул. Ванеева, 227",56.0,4,9,60,2020-07-06 10:53:00,Агентство,,без метро,56.28405400000001,44.032972,603136.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_55_m_36_et._1872328303,"
 2-к квартира",21000,"ул. Мичурина, 1к1",55.0,3,6,0,2020-07-06 11:55:00,,400 м,Ленинская,56.300849,43.942017,603011.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_46_m_55_et._1961752893,"
 2-к квартира",10000,"ул. Веденяпина, 4А",46.0,5,5,50,2020-07-06 10:01:00,Агентство,800 м,Парк Культуры,56.236071,43.868005,603016.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._923946279,"
 1-к квартира",10000,"Сормовское ш., 14",31.0,2,5,0,2020-07-06 08:39:00,Агентство,100 м,Канавинская,56.321216,43.92627,603074.0,Московский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_100_m_58_et._1899545353,"
 3-к квартира",50000,"ул. Дунаева, 15",100.0,5,8,50,2020-07-06 14:18:00,Агентство,"1,7 км",Горьковская,56.314986,44.02239,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_45_et._1882470835,"
 1-к квартира",12000,"ул. Терешковой, 2А",32.0,4,5,50,2020-07-06 10:02:00,,,без метро,56.27570400000001,43.980762,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_22_et._1535656886,"
 2-к квартира",16000,"ул. Сурикова, 7",48.0,2,2,0,2020-07-06 10:28:00,,,без метро,56.277528,43.988532,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_64_m_710_et._1758780065,"
 2-к квартира",30000,"ул. Генкиной, 61",64.0,7,10,70,2020-07-06 13:15:00,Агентство,2 км,Горьковская,56.315411,44.027115,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_618_et._1918631616,"
 1-к квартира",23000,"Малая Ямская ул., 18к2",47.0,6,18,70,2020-07-06 13:13:00,Агентство,700 м,Горьковская,56.313628,43.984166,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_89_et._1974823806,"
 1-к квартира",11000,"пр-т Ленина, 102",35.0,8,9,60,2020-07-06 09:28:00,Агентство,500 м,Парк Культуры,56.242544,43.868275,603004.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_810_et._851888712,"
 1-к квартира",12000,"Гордеевская ул., 66",35.0,8,10,0,2020-07-06 08:44:00,,"1,2 км",Бурнаковская,56.33248100000001,43.928219,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_15_et._1838340719,"
 2-к квартира",16000,"ул. Сурикова, 14",45.0,1,5,0,2020-07-06 10:27:00,,,без метро,56.277403,43.985217,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_417_et._1974993542,"
 1-к квартира",13000,"Южный б-р, 20",43.0,4,17,60,2020-07-06 08:48:00,Агентство,"2,6 км",Парк Культуры,56.218456,43.867592,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_49_et._1918036138,"
 1-к квартира",17000,"ул. Тимирязева, 3",31.0,4,9,0,2020-07-06 10:39:00,,900 м,Горьковская,56.306103,43.995431,603022.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_62_m_69_et._1963922613,"
 2-к квартира",20000,"ул. Родионова, 197",62.0,6,9,50,2020-07-06 12:19:00,Агентство,,без метро,56.301269,44.079064,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_15_et._1067280728,"
 1-к квартира",15000,ул. Черняховского,33.0,1,5,0,2020-07-06 10:27:00,,"2,6 км",Буревестник,56.334053,43.849805,,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_59_et._1938343230,"
 1-к квартира",10000,"6-й микрорайон, 45",35.0,5,9,0,2020-07-06 08:03:00,Агентство,2 км,Парк Культуры,56.226769,43.877267,,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_416_et._1967876910,"
 1-к квартира",16000,"Вятская ул., 8",34.0,4,16,0,2020-07-06 10:58:00,,,без метро,56.233384,43.969668,,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_35_et._1950349973,"
 1-к квартира",30000,"пл. Свободы, 7",50.0,3,5,70,2020-07-06 13:30:00,Агентство,"1,5 км",Горьковская,56.319245,44.016551,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_1012_et._1859834534,"
 1-к квартира",16000,"ул. Коммуны, 18",32.0,10,12,60,2020-07-06 09:16:00,Агентство,,без метро,56.341109,43.837777,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43.6_m_517_et._1929715261,"
 1-к квартира",20000,"Белозёрская ул., 5",43.6,5,17,70,2020-07-06 11:53:00,Агентство,"1,9 км",Буревестник,56.347584,43.873197,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_69_m_1617_et._1939575800,"
 2-к квартира",21000,"ул. Родионова, 165к10",69.0,16,17,0,2020-07-06 10:54:00,,,без метро,56.314197,44.067476,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_65_m_57_et._1861226343,"
 2-к квартира",25000,"ул. Щербакова, 14",65.0,5,7,80,2020-07-06 10:51:00,Агентство,"2,3 км",Буревестник,56.350582,43.871679,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_46_et._1949952706,"
 1-к квартира",12500,Казанское ш.,40.0,4,6,0,2020-07-06 08:28:00,,,без метро,56.28977,44.075435,,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_72_m_710_et._1877281480,"
 2-к квартира",28000,"ул. Невзоровых, 87",72.0,7,10,60,2020-07-06 11:16:00,,"2,1 км",Горьковская,56.317308,44.027851,603024.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_69_m_817_et._1899860897,"
 2-к квартира",50000,"пл. Свободы, 7",69.0,8,17,50,2020-07-06 12:26:00,Агентство,"1,5 км",Горьковская,56.319245,44.016551,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_45_et._1929164718,"
 2-к квартира",25000,"Казанское ш., 18",60.0,4,5,70,2020-07-06 11:44:00,Агентство,,без метро,56.2827,44.080331,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_70_m_38_et._1822297253,"
 2-к квартира",30000,"Новая ул., 51",70.0,3,8,70,2020-07-06 10:52:00,,300 м,Горьковская,56.314162,43.989215,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_51_m_35_et._1931526465,"
 2-к квартира",16000,"ул. Героя Самочкина, 5",51.0,3,5,0,2020-07-06 07:02:00,Агентство,"1,1 км",Заречная,56.290464,43.913316,603034.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_55_m_412_et._1918012292,"
 2-к квартира",18000,"ул. Максима Горького, 158",55.0,4,12,25,2020-07-06 06:55:00,Агентство,900 м,Горьковская,56.317148,44.008241,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_1618_et._1953209848,"
 1-к квартира",18000,"Краснозвёздная ул., 31",40.0,16,18,30,2020-07-06 08:28:00,Агентство,,без метро,56.286772,43.988146,603081.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_69_m_210_et._734291711,"
 2-к квартира",21000,"Горная ул., 11",69.0,2,10,0,2020-07-06 09:06:00,,,без метро,56.257108,43.98034000000001,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/studiya_45_m_1010_et._1110338284,"
 Студия",25000,Малая Ямская ул.,45.0,10,10,70,2020-07-06 09:13:00,Агентство,900 м,Горьковская,56.311047,43.981139,,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_50_m_810_et._1917961672,"
 Студия",30000,"ул. Белинского, 36",50.0,8,10,70,2020-07-06 08:37:00,Агентство,400 м,Горьковская,56.310113,43.996374,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_79_et._1973609192,"
 1-к квартира",11000,"Московское ш., 11",31.0,7,9,0,2020-07-06 00:48:00,,300 м,Московская,56.323363,43.942206,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_49_m_15_et._1969633124,"
 2-к квартира",11000,"ул. Глеба Успенского, 9А",49.0,1,5,50,2020-07-05 23:25:00,Агентство,1 км,Двигатель Революции,56.26988100000001,43.930959,603073.0,Ленинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_63.5_m_710_et._1925052490,"
 3-к квартира",25000,"пр-т Ленина, 53к5",63.5,7,10,20,2020-07-06 01:40:00,Агентство,200 м,Двигатель Революции,56.278677,43.919946,603135.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43_m_25_et._1715181880,"
 2-к квартира",16000,"Московское ш., 209",43.0,2,5,0,2020-07-05 23:52:00,,"2,2 км",Буревестник,56.31576,43.876656,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_310_et._1963541871,"
 1-к квартира",10000,"ул. Дмитрия Павлова, 4",34.0,3,10,50,2020-07-05 21:19:00,Агентство,"2,4 км",Буревестник,56.351679,43.871742,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_19_et._1709939948,"
 1-к квартира",12000,"ул. Германа Лопатина, 13",37.0,1,9,0,2020-07-05 21:08:00,,,без метро,56.29539499999999,44.05949,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_49_et._1956137888,"
 1-к квартира",14000,"ул. Александра Люкина, 5",34.0,4,9,0,2020-07-05 21:31:00,,"2,1 км",Буревестник,56.316479,43.879234,603047.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31.7_m_33_et._1394215926,"
 1-к квартира",10000,"ул. Студгородок ГСХИ, 12",31.7,3,3,0,2020-07-05 19:57:00,,,без метро,56.24429,43.957747,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_15_et._1315306975,"
 1-к квартира",15000,"ул. Сурикова, 1",30.0,1,5,0,2020-07-05 21:36:00,,,без метро,56.278183,43.981031,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_14_et._1968328668,"
 1-к квартира",12500,"Нижний Новгород, Автозаводская линия, метро Чкаловская",31.0,1,4,0,2020-07-05 18:46:00,,200 м,Чкаловская,56.310602,43.937077,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_69_et._1776554069,"
 1-к квартира",11500,"ул. Белинского, 89",22.0,6,9,55,2020-07-05 18:33:00,Агентство,"2,1 км",Горьковская,56.318251,44.027914,603024.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_45_et._1905316414,"
 2-к квартира",10000,"ул. Героя Советского Союза Прыгунова, 29",45.0,4,5,0,2020-07-15 10:22:00,,"1,5 км",Парк Культуры,56.229016,43.86726,,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_59_et._1960031538,"
 2-к квартира",15000,"Авангардная ул., 16",45.0,5,9,0,2020-07-15 10:23:00,Агентство,"2,3 км",Бурнаковская,56.310013,43.887741,603028.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_42_m_35_et._1952864641,"
 2-к квартира",10000,"Школьная ул., 5А",42.0,3,5,0,2020-07-15 10:27:00,,700 м,Парк Культуры,56.246786,43.853614,603101.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._1975142609,"
 1-к квартира",14000,"пр-т Гагарина, 62",31.0,2,5,0,2020-07-15 10:23:00,,,без метро,56.283929,43.981678,603104.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_54_m_412_et._845787008,"
 2-к квартира",17500,"жилой район Мещерское Озеро, Мещерский б-р, 7",54.0,4,12,0,2020-07-15 10:12:00,,"1,2 км",Стрелка,56.339302,43.932001,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_619_et._1758473754,"
 1-к квартира",22000,"Волжская наб., 8",50.0,6,19,70,2020-07-15 10:32:00,Агентство,"1,6 км",Стрелка,56.34751899999999,43.93563,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_35_et._1960436149,"
 2-к квартира",14000,"ул. 50-летия Победы, 9",44.0,3,5,0,2020-07-15 10:06:00,Агентство,600 м,Буревестник,56.330425,43.884615,603014.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_717_et._1920360042,"
 1-к квартира",16000,"ул. Богдановича, 6к1",43.0,7,17,60,2020-07-15 10:13:00,Агентство,,без метро,56.28388399999999,44.070548,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_62_m_49_et._1974049392,"
 3-к квартира",14000,ул. Родионова,62.0,4,9,50,2020-07-15 09:57:00,Агентство,,без метро,56.317992,44.063182,,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_20_m_1314_et._1628198968,"
 Студия",16000,"ул. Героя Жидкова, 6",20.0,13,14,0,2020-07-15 10:04:00,Агентство,"1,5 км",Горьковская,56.30315699999999,43.980995,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_25_et._1776738523,"
 2-к квартира",12000,"Ярмарочный пр., 7",48.0,2,5,70,2020-07-15 09:54:00,Агентство,700 м,Стрелка,56.33061,43.956741,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_59_et._1904370318,"
 2-к квартира",15000,"ул. Тропинина, 2",48.0,5,9,60,2020-07-15 09:59:00,Агентство,,без метро,56.235711,43.950201,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43_m_15_et._1853243596,"
 2-к квартира",13000,"ул. Надежды Сусловой, 10к2",43.0,1,5,63,2020-07-15 09:55:00,Агентство,,без метро,56.303247,44.040536,603106.0,Советский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_65_m_55_et._1840353844,"
 3-к квартира",18000,"пр-т Ленина, 22",65.0,5,5,50,2020-07-15 09:53:00,Агентство,600 м,Заречная,56.291234,43.933447,603140.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_29_et._1916086135,"
 2-к квартира",19000,"Родниковая ул., 6",50.0,2,9,0,2020-07-15 09:59:00,,"2,4 км",Горьковская,56.317053,44.033457,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_44_m_1118_et._805968219,"
 1-к квартира",16000,"Краснозвёздная ул., 31",44.0,11,18,0,2020-07-15 09:59:00,,,без метро,56.286772,43.988146,603081.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_413_et._1942531797,"
 1-к квартира",15000,"ул. Баумана, 64",34.0,4,13,0,2020-07-15 09:42:00,,"1,7 км",Двигатель Революции,56.274619,43.949375,603032.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_35_et._623400401,"
 1-к квартира",12000,"жилой район Кузнечиха, б-р 60-летия Октября, 19/10",32.0,3,5,0,2020-07-15 09:38:00,,,без метро,56.285653,44.045863,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_25_et._689641241,"
 1-к квартира",13000,"ул. Даргомыжского, 2",50.0,2,5,0,2020-07-15 09:34:00,,700 м,Ленинская,56.29193299999999,43.934651,603140.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_518_et._1463540067,"
 1-к квартира",14000,"ул. Академика Сахарова, 109к2",45.0,5,18,60,2020-07-15 09:27:00,Агентство,,без метро,56.26360699999999,44.018302,603136.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_33_et._941579677,"
 2-к квартира",15000,ул. Спутника,45.0,3,3,0,2020-07-15 09:19:00,,2 км,Парк Культуры,56.23999300000001,43.831183,,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_25_et._1369952060,"
 2-к квартира",17000,"пр-т Гагарина, 146",45.0,2,5,0,2020-07-15 09:15:00,Агентство,,без метро,56.262177,43.974788,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_62_m_67_et._1948246381,"
 2-к квартира",24000,"пл. Максима Горького, 2",62.0,6,7,0,2020-07-15 09:19:00,,300 м,Горьковская,56.31545500000001,43.991461,,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_74_m_58_et._1967620106,"
 2-к квартира",65000,"ул. Володарского, 40",74.0,5,8,100,2020-07-15 09:10:00,Агентство,"1,3 км",Горьковская,56.31951899999999,44.01302,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_55_m_25_et._1137825814,"
 2-к квартира",22000,"микрорайон Северный, ул. Бурденко, 33",55.0,2,5,0,2020-07-15 08:50:00,,"1,4 км",Пролетарская,56.270066,43.892493,603095.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_89_et._1950784640,"
 1-к квартира",18000,"ул. Родионова, 195",47.0,8,9,70,2020-07-15 08:46:00,,,без метро,56.302213,44.079109,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_510_et._1463228120,"
 1-к квартира",11000,"Победная ул., 17",42.0,5,10,60,2020-07-15 08:24:00,Агентство,,без метро,56.36599200000001,43.808204,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_25_m_610_et._1934802178,"
 1-к квартира",16000,"ул. Романтиков, 5",25.0,6,10,50,2020-07-15 08:39:00,Агентство,,без метро,56.27530400000001,44.049321,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_46_m_89_et._1954961826,"
 2-к квартира",15000,"ул. Мечникова, 69",46.0,8,9,50,2020-07-15 08:24:00,Агентство,,без метро,56.337307,43.836331,603035.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_417_et._1968764316,"
 1-к квартира",12000,"ул. Академика Сахарова, 109к1",42.0,4,17,50,2020-07-15 08:09:00,Агентство,,без метро,56.263127,44.018796,603136.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_64_m_610_et._1583136909,"
 2-к квартира",18000,"Тонкинская ул., 5",64.0,6,10,60,2020-07-15 08:18:00,Агентство,600 м,Московская,56.324411,43.93802,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_716_et._1960883963,"
 1-к квартира",17000,"ул. Родионова, 165к8",42.0,7,16,0,2020-07-15 08:18:00,,,без метро,56.312989,44.065787,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_83_m_1417_et._1950510154,"
 3-к квартира",30000,"ул. Родионова, 29",83.0,14,17,50,2020-07-15 08:23:00,,,без метро,56.316284,44.06347,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_79_et._1968138730,"
 2-к квартира",10000,"ул. Красных Зорь, 18",50.0,7,9,50,2020-07-15 07:57:00,Агентство,"1,7 км",Буревестник,56.327266,43.868445,603157.0,Московский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_24_m_35_et._1958638714,"
 2-к квартира",14000,"ул. Усиевича, 15А",24.0,3,5,50,2020-07-15 08:02:00,,800 м,Заречная,56.280092,43.935451,603032.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_1617_et._1846075531,"
 2-к квартира",23000,"жилой район Мещерское Озеро, ул. Карла Маркса, 49",60.0,16,17,0,2020-07-15 08:18:00,Агентство,700 м,Стрелка,56.341193,43.946985,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_15_et._1942883643,"
 2-к квартира",18000,"ул. Вячеслава Шишкова, 6к2",44.0,1,5,0,2020-07-15 08:07:00,,,без метро,56.292438,44.04191,603122.0,Советский район
/nizhniy_novgorod/kvartiry/studiya_12_m_12_et._1875528668,"
 Студия",8000,ул. Софьи Перовской,12.0,1,2,0,2020-07-15 07:38:00,Агентство,900 м,Буревестник,56.334642,43.87781500000001,,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_49_et._1975390797,"
 1-к квартира",20000,"ул. Родионова, 9",43.0,4,9,0,2020-07-15 07:58:00,,,без метро,56.32018299999999,44.047462,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_18_m_210_et._1980920274,"
 Студия",11000,"Южный б-р, 9",18.0,2,10,60,2020-07-15 06:53:00,Агентство,"2,8 км",Парк Культуры,56.216284,43.862085,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_75_m_910_et._233687957,"
 3-к квартира",25000,"микрорайон Лапшиха, Плетнёвская ул., 2",75.0,9,10,0,2020-07-15 06:10:00,,"2,7 км",Горьковская,56.298422,44.02933400000001,603146.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_1517_et._1825822095,"
 1-к квартира",23000,"Горная ул., 6А",50.0,15,17,0,2020-07-15 06:18:00,,,без метро,56.255097,43.973288,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_114_et._1873909596,"
 1-к квартира",15000,"пр-т Гагарина, 101к5",43.0,1,14,70,2020-07-15 00:44:00,Агентство,,без метро,56.236466,43.953606,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_510_et._1969797589,"
 1-к квартира",23000,"ул. Углова, 6",42.0,5,10,0,2020-07-15 00:24:00,,,без метро,56.265242,43.980016,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_89_et._1978248643,"
 2-к квартира",17000,"Московское ш., 33",44.0,8,9,0,2020-07-14 23:44:00,,400 м,Канавинская,56.322375,43.932387,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_99_et._1950566759,"
 1-к квартира",9000,"Канавинский район, жилой район Мещерское Озеро, Пролетарская ул., 5",45.0,9,9,100,2020-07-14 21:47:00,,"1,3 км",Стрелка,56.343623,43.93502,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_15_et._1967930712,"
 1-к квартира",10000,"жилой район Щербинки, микрорайон Щербинки-1, 11",32.0,1,5,0,2020-07-14 21:46:00,,,без метро,56.238222,43.967197,,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_25_et._1977187474,"
 1-к квартира",13000,"ул. Энгельса, 16",32.0,2,5,0,2020-07-14 21:35:00,Агентство,"1,8 км",Буревестник,56.34458100000001,43.870853,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_86_m_55_et._1791586958,"
 3-к квартира",28000,"Касимовская ул., 21А",86.0,5,5,0,2020-07-14 21:09:00,,,без метро,56.301059,43.880636,603108.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_49_m_27_et._1964984976,"
 1-к квартира",18000,"Мануфактурная ул., 12",49.0,2,7,0,2020-07-14 21:01:00,,900 м,Стрелка,56.33065500000001,43.96108,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_45_et._1974498059,"
 1-к квартира",9000,жилой район Кузнечиха,22.0,4,5,0,2020-07-07 11:04:00,,,без метро,56.28570799999999,44.045108,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_13_et._1960449860,"
 1-к квартира",11000,"ул. Дежнёва, 5",32.0,1,3,0,2020-07-13 12:55:00,Агентство,"1,9 км",Бурнаковская,56.31649399999999,43.887526,603079.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_69_et._1972827021,"
 1-к квартира",15500,"Казанское ш., 3",35.0,6,9,70,2020-07-14 20:08:00,Агентство,,без метро,56.296589,44.076181,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_46_m_110_et._1958761147,"
 2-к квартира",18000,"Южный б-р, 5",46.0,1,10,0,2020-07-12 13:34:00,,"2,8 км",Парк Культуры,56.216649,43.860244,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_49_et._663909071,"
 1-к квартира",14000,"Народная ул., 22",34.0,4,9,70,2020-07-07 09:13:00,Агентство,"1,5 км",Бурнаковская,56.338714,43.91581400000001,603074.0,Московский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_19_et._1977931386,"
 2-к квартира",20000,"ул. Маршала Голованова, 71",45.0,1,9,0,2020-07-13 12:35:00,Агентство,,без метро,56.229096,43.950992,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_21_m_59_et._1971655370,"
 1-к квартира",11000,"ул. Маршала Голованова, 69",21.0,5,9,0,2020-07-09 19:36:00,,,без метро,56.229321,43.952384,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_1417_et._1925970454,"
 1-к квартира",15500,"ул. Янки Купалы, 44",45.0,14,17,60,2020-07-14 10:23:00,Агентство,"1,1 км",Парк Культуры,56.23861700000001,43.842763,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_54_m_210_et._781602236,"
 1-к квартира",19000,"жилой район Кузнечиха, ул. Маршала Рокоссовского, 8к1",54.0,2,10,0,2020-07-14 19:54:00,Агентство,,без метро,56.28236999999999,44.040347,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_59_et._1234775983,"
 1-к квартира",10000,"ул. 40 лет Победы, 10",38.0,5,9,50,2020-07-13 11:55:00,Агентство,,без метро,56.223581,43.948306,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_1019_et._1672680059,"
 1-к квартира",11000,"д. Анкудиновка, Черкесская ул., 3",38.0,10,19,70,2020-07-13 15:08:00,,,без метро,56.247141000000006,44.04287100000001,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_28_m_19_et._1858999907,"
 1-к квартира",10000,"ул. Исполкома, 9",28.0,1,9,50,2020-07-13 17:54:00,Агентство,,без метро,56.353026,43.856318,603003.0,Сормовский район
