href,apartment_type,price,address,square,building_floor,floor,commission_percent,time_of_creation,agency,metro_distance,metro_station,latitude,longitude,postal_code,area
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_912_et._1534421501,"
 1-к квартира",10000,"Канавинский район, жилой район Мещерское Озеро, Мещерский б-р, 5",38.0,9,12,0,2020-07-16 08:15:00,,700 м,Стрелка,56.336598,43.93828900000001,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_78_m_1517_et._1980095155,"
 2-к квартира",20000,"ул. Янки Купалы, 44",78.0,15,17,0,2020-07-16 08:27:00,,"1,1 км",Парк Культуры,56.23861700000001,43.842763,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_55_et._1968545742,"
 1-к квартира",12000,"ул. Дьяконова, 7к1",35.0,5,5,0,2020-07-16 08:11:00,,"1,4 км",Комсомольская,56.260628,43.873844,603065.0,Автозаводский район
/nizhniy_novgorod/kvartiry/studiya_20_m_310_et._1948752460,"
 Студия",10000,"Бурнаковская ул., 81",20.0,3,10,50,2020-07-16 08:00:00,Агентство,"1,4 км",Буревестник,56.34193199999999,43.910702,603074.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_80_m_310_et._1971030723,"
 3-к квартира",33000,"ул. Родионова, 193к2",80.0,3,10,0,2020-07-16 08:05:00,Агентство,,без метро,56.303352,44.076477,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_517_et._1961756893,"
 1-к квартира",19000,"ул. Богдановича, 2к1",43.0,5,17,50,2020-07-16 07:40:00,,,без метро,56.283909,44.075408,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_23_et._1913191563,"
 1-к квартира",20000,"Алексеевская ул., 15",38.0,2,3,60,2020-07-16 06:34:00,Агентство,"1,1 км",Горьковская,56.32240400000001,44.004118,,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_65_m_79_et._1099792785,"
 3-к квартира",20000,"жилой район Верхние Печёры, 1-й микрорайон, ул. Композитора Касьянова, 10",65.0,7,9,0,2020-07-16 06:51:00,,,без метро,56.293507,44.060963,,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_55_m_35_et._1133878356,"
 3-к квартира",18000,"Московское ш., 137",55.0,3,5,50,2020-07-16 05:15:00,Агентство,"1,2 км",Бурнаковская,56.315565,43.905213,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_1417_et._1180722136,"
 1-к квартира",12000,ул. Родионова,42.0,14,17,50,2020-07-16 05:11:00,Агентство,,без метро,56.317992,44.063182,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_46_et._1956911858,"
 1-к квартира",11000,"Канавинский район, жилой район Мещерское Озеро, ул. Карла Маркса, 40",31.0,4,6,0,2020-07-16 01:13:00,,800 м,Стрелка,56.341348,43.944048,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_35_et._1920584587,"
 1-к квартира",12000,"ул. Терешковой, 6Б",32.0,3,5,60,2020-07-16 00:57:00,Агентство,,без метро,56.275909,43.98493,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_510_et._1963724750,"
 1-к квартира",15000,"Южный б-р, 4",32.0,5,10,0,2020-07-15 23:45:00,Агентство,"2,8 км",Парк Культуры,56.216314,43.859336,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_617_et._508071355,"
 1-к квартира",14000,"Нижне-Печёрская ул., 15",45.0,6,17,0,2020-07-15 22:23:00,,,без метро,56.284509,44.062392,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_210_et._783981385,"
 2-к квартира",22000,"Гордеевская ул., 36А",60.0,2,10,0,2020-06-28 09:46:00,Агентство,1 км,Канавинская,56.329402,43.930986,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_1418_et._1879112577,"
 1-к квартира",16000,"Краснозвёздная ул., 6",37.0,14,18,0,2020-06-28 08:39:00,,"2,9 км",Горьковская,56.287986,43.984885,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_410_et._1240836590,"
 2-к квартира",35000,"Ул. Грузинская, дом 30а",50.0,4,10,40,2020-06-28 19:06:00,Агентство,900 м,Горьковская,56.321226,44.001827,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_56_m_88_et._851801361,"
 2-к квартира",40000,"Семашко, 30",56.0,8,8,50,2020-06-28 19:03:00,Агентство,"1,5 км",Горьковская,56.320148,44.017242,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_59_et._1904659445,"
 1-к квартира",17000,"ул. имени Генерала Ивлиева И.Д., 30к1",45.0,5,9,0,2020-06-28 13:16:00,,,без метро,56.291723,44.053175,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_29_et._482516683,"
 2-к квартира",22000,"Ковалихинская ул., 53",45.0,2,9,0,2020-06-28 10:41:00,,"1,7 км",Горьковская,56.320842000000006,44.019308,603155.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_53_m_310_et._1770822261,"
 2-к квартира",20000,"Бурнаковская ул., 87",53.0,3,10,0,2020-06-28 13:06:00,,"1,5 км",Буревестник,56.342426,43.912373,603074.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_45_et._1808391089,"
 1-к квартира",12500,ул. Адмирала Васюнина,32.0,4,5,50,2020-06-28 06:03:00,Агентство,,без метро,56.297608,44.042233,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_1418_et._1491525653,"
 1-к квартира",16000,"Краснозвёздная ул., 31",40.0,14,18,0,2020-06-28 08:34:00,,,без метро,56.286772,43.988146,603081.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42.2_m_1420_et._1249484137,"
 1-к квартира",15000,"д. Афонино, ул. Красная Поляна, 3",42.2,14,20,0,2020-06-28 11:09:00,,,без метро,56.27744300000001,44.084212,,область
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_39_et._911443237,"
 2-к квартира",20000,"Совнаркомовская ул., 26",45.0,3,9,60,2020-06-28 08:03:00,Агентство,1 км,Стрелка,56.32928199999999,43.961035,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_52_m_1516_et._1840160784,"
 1-к квартира",27000,"ул. Бориса Панина, 5к6",52.0,15,16,40,2020-06-28 13:52:00,,"2,3 км",Горьковская,56.307377,44.030232,603105.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_25_et._1768062329,"
 1-к квартира",11000,Должанская ул.,32.0,2,5,0,2020-06-27 21:30:00,Агентство,800 м,Стрелка,56.329138,43.957145,,Канавинский район
/nizhniy_novgorod/kvartiry/studiya_32_m_1519_et._1918609362,"
 Студия",10000,"ул. Академика Сахарова, 119к1",32.0,15,19,60,2020-06-27 19:08:00,Агентство,,без метро,56.259708,44.011385,,Приокский район
/nizhniy_novgorod/kvartiry/studiya_20_m_419_et._1893666049,"
 Студия",12000,"д. Афонино, ул. Красная Поляна, 2",20.0,4,19,0,2020-06-27 19:57:00,,,без метро,56.276738,44.084544,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_79_et._1918339085,"
 1-к квартира",28000,"ул. Невзоровых, 66А",45.0,7,9,60,2020-06-28 11:22:00,Сутки-52,"1,8 км",Горьковская,56.316684,44.023261,603024.0,Советский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_75_m_124_et._1950961769,"
 3-к квартира",37000,"Краснозвёздная ул., 23",75.0,1,24,0,2020-06-28 08:30:00,,,без метро,56.284984,43.984238,603081.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43_m_45_et._1521204139,"
 2-к квартира",14000,Автомеханическая ул.,43.0,4,5,0,2020-06-27 19:23:00,,800 м,Парк Культуры,56.234515,43.865346,,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_59_et._1797800322,"
 1-к квартира",9000,"ул. Юлиуса Фучика, 33",30.0,5,9,0,2020-06-27 18:46:00,Агентство,"1,8 км",Парк Культуры,56.23069200000001,43.880788,603147.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_910_et._1945348266,"
 1-к квартира",12000,"Верхнепечёрская ул., 9",37.0,9,10,0,2020-06-27 19:13:00,,,без метро,56.284469,44.066802,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_35_et._1939192036,"
 1-к квартира",11000,"ул. Героя Советского Союза Поющева, 1",31.0,3,5,0,2020-06-27 13:55:00,,500 м,Парк Культуры,56.244125,43.867322,,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_15_et._1807147098,"
 1-к квартира",10000,"Снежная ул., 31к1",32.0,1,5,50,2020-06-27 13:53:00,Агентство,700 м,Двигатель Революции,56.275874,43.911196,603135.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_79_et._1347925327,"
 2-к квартира",10000,"ул. Зайцева, 7",48.0,7,9,60,2020-06-27 13:54:00,Агентство,,без метро,56.371182,43.801314,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_310_et._1952512587,"
 1-к квартира",14500,"ул. 40 лет Октября, 7Б",41.0,3,10,70,2020-06-27 20:11:00,Агентство,,без метро,56.25918299999999,43.980528,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_80_m_49_et._928414866,"
 3-к квартира",18000,"ул. Коминтерна, 180",80.0,4,9,50,2020-06-27 13:08:00,Агентство,"2,8 км",Буревестник,56.35396899999999,43.865777,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_37_m_19_et._1970272720,"
 2-к квартира",15000,"ул. Генкиной, 69",37.0,1,9,0,2020-06-27 16:21:00,,"2,3 км",Горьковская,56.316469,44.031319,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_1017_et._1467448085,"
 1-к квартира",14000,"Нижний Новгород, Бурнаковская улица, 95",37.0,10,17,0,2020-06-27 15:55:00,,"1,7 км",Буревестник,56.34346800000001,43.914134,,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_610_et._1000553924,"
 1-к квартира",15000,"ул Арктическая, 20",35.0,6,10,0,2020-06-27 18:19:00,,1 км,Двигатель Революции,56.277763,43.937822,603032.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_42_m_35_et._1952295133,"
 2-к квартира",14000,"Балхашская ул., 13",42.0,3,5,0,2020-06-27 16:03:00,Агентство,"2,8 км",Горьковская,56.313174,44.040006,603089.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_59_et._1867468032,"
 1-к квартира",10000,жилой комплекс Город Будущего,45.0,5,9,50,2020-06-27 12:44:00,Агентство,,без метро,56.28355,44.03334,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_44_m_910_et._1955325893,"
 1-к квартира",13500,"Победная ул., 17",44.0,9,10,0,2020-06-27 17:01:00,Агентство,,без метро,56.36599200000001,43.808204,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_13_et._1781421890,"
 1-к квартира",9500,"Берестяная ул., 7",32.0,1,3,60,2020-06-27 12:34:00,Агентство,,без метро,56.20642700000001,43.811438,603069.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_55_et._1915294891,"
 2-к квартира",20000,"ул. Премудрова, 12",50.0,5,5,0,2020-06-27 21:36:00,,900 м,Заречная,56.291623,43.918805,603034.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_47_m_810_et._1862447047,"
 2-к квартира",16000,"Бурнаковская ул., 61",47.0,8,10,30,2020-06-27 12:13:00,Агентство,"1,7 км",Буревестник,56.341528,43.916559,603074.0,Московский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_60_m_25_et._1322924458,"
 3-к квартира",22000,"Должанская ул., 11",60.0,2,5,0,2020-06-27 11:56:00,Агентство,900 м,Стрелка,56.328683,43.958394,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_47_m_45_et._1891100834,"
 2-к квартира",18000,"пр-т Гагарина, 21к8",47.0,4,5,0,2020-06-27 14:40:00,,"1,8 км",Горьковская,56.30061,43.979657,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_29_et._1906411365,"
 1-к квартира",12000,"ул. Культуры, 12",32.0,2,9,40,2020-06-27 09:32:00,"группа компаний ""Профессионалы"" недвижимость ,строительство","2,8 км",Буревестник,56.34823299999999,43.856336,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_19_et._1951998116,"
 2-к квартира",23000,"ул. Володарского, 4",45.0,1,9,60,2020-06-27 19:40:00,Агентство,900 м,Горьковская,56.31746700000001,44.007262,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_710_et._1088322638,"
 1-к квартира",16000,"Казанское ш., 23",35.0,7,10,0,2020-06-27 16:44:00,,,без метро,56.286033,44.07510300000001,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_61_m_89_et._1935854994,"
 3-к квартира",20000,"ул. Невзоровых, 82",61.0,8,9,0,2020-06-27 08:57:00,,2 км,Горьковская,56.317472,44.02588400000001,603024.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_37_m_99_et._708976418,"
 2-к квартира",14000,"ул. Коминтерна, 164",37.0,9,9,0,2020-06-27 10:27:00,,"2,2 км",Буревестник,56.348173,43.867817,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_67_m_1017_et._524275572,"
 2-к квартира",16500,академика королева 10,67.0,10,17,60,2020-06-27 15:02:00,Агентство,,без метро,56.28279499999999,44.031768,603136.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_617_et._1890952698,"
 1-к квартира",14000,"жилой район Мещерское Озеро, Мещерский б-р, 5А",38.0,6,17,60,2020-06-27 10:42:00,Агентство,900 м,Стрелка,56.337471,43.936133,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_29_et._1941295091,"
 1-к квартира",12000,"ул. Белинского, 87",22.0,2,9,40,2020-06-27 16:32:00,Агентство,"2,2 км",Горьковская,56.318511,44.028938,603024.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_42_m_25_et._1616174663,"
 2-к квартира",17500,"Красносельская ул., 13",42.0,2,5,0,2020-06-27 13:30:00,,"1,1 км",Горьковская,56.30891,43.979441,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_817_et._1935525010,"
 1-к квартира",14000,"Белозёрская ул., 5",43.0,8,17,50,2020-06-27 10:32:00,Агентство,"1,9 км",Буревестник,56.347584,43.873197,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_25_et._1932118975,"
 1-к квартира",17000,"Ковалихинская ул., 56",32.0,2,5,0,2020-06-27 15:25:00,,"1,9 км",Горьковская,56.321706000000006,44.021851,603155.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_410_et._1591256846,"
 2-к квартира",17000,"Волжская наб., 10В",52.0,4,10,60,2020-06-27 08:02:00,Агентство,900 м,Стрелка,56.343064,43.944281,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_69_et._1918360040,"
 1-к квартира",13000,"ул. Романтиков, 5",41.0,6,9,60,2020-06-27 15:48:00,Агентство,,без метро,56.27530400000001,44.049321,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_45_et._1969337071,"
 1-к квартира",15000,"ул. Героя Юрия Смирнова, 67",30.0,4,5,70,2020-06-27 14:24:00,Агентство,"1,2 км",Парк Культуры,56.233254,43.848108,603083.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_2325_et._1976818362,"
 1-к квартира",16000,"Московское ш., 167к2",36.0,23,25,0,2020-07-14 17:46:00,,"1,7 км",Бурнаковская,56.315985,43.891775,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30.4_m_35_et._1957230670,"
 1-к квартира",10000,"ул. Советской Армии, 10",30.4,3,5,0,2020-07-12 10:09:00,,"1,4 км",Кировская,56.257688,43.862993,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_78.4_m_818_et._1961909691,"
 2-к квартира",40000,"ул. Тимирязева, 39",78.4,8,18,70,2020-07-15 13:05:00,Агентство,700 м,Горьковская,56.30889000000001,44.002564,603155.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_47_m_39_et._638379208,"
 2-к квартира",15000,"Эпроновская ул., 10",47.0,3,9,0,2020-07-15 20:11:00,,,без метро,56.252022,43.986511,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_59_et._1966738807,"
 1-к квартира",9000,"ул. Героев Космоса, 50",30.0,5,9,60,2020-07-13 17:31:00,,,без метро,56.361953,43.81628,603139.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_64_m_69_et._1960112672,"
 3-к квартира",19000,"ул. Тропинина, 4А",64.0,6,9,0,2020-07-12 18:50:00,,,без метро,56.234985,43.949743,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_510_et._1963724750,"
 1-к квартира",15000,"Южный б-р, 4",32.0,5,10,0,2020-07-15 23:45:00,Агентство,"2,8 км",Парк Культуры,56.216314,43.859336,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_717_et._750387574,"
 1-к квартира",13500,"Московское ш., 17А",38.0,7,17,70,2020-07-13 09:16:00,Агентство,300 м,Канавинская,56.321231,43.932082,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_49.5_m_29_et._1977268809,"
 2-к квартира",11000,"микрорайон Соцгород-1, пр-т Кирова, 35",49.5,2,9,0,2020-07-14 10:57:00,,"1,4 км",Парк Культуры,56.24946600000001,43.842969,603101.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_19_et._1311475608,"
 1-к квартира",15000,"ул. Бринского, 1к2",36.0,1,9,0,2020-07-14 07:53:00,,,без метро,56.297258,44.071474,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34.5_m_49_et._1979956094,"
 1-к квартира",13000,"Берёзовская ул., 96",34.5,4,9,0,2020-07-14 14:06:00,,"1,4 км",Буревестник,56.32820400000001,43.873224,603157.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_59_et._1814554826,"
 1-к квартира",14000,"ул. Сурикова, 16А",34.0,5,9,0,2020-07-14 09:22:00,,,без метро,56.276598,43.987787,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_1010_et._1965186954,"
 1-к квартира",11000,"пр-т Кораблестроителей, 70",30.0,10,10,0,2020-07-12 16:09:00,,,без метро,56.361833,43.79888,,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_59_et._1944445946,"
 2-к квартира",13000,"микрорайон Соцгород-1, Комсомольская ул., 10",52.0,5,9,50,2020-07-15 12:06:00,Агентство,"1,3 км",Парк Культуры,56.25330200000001,43.855725,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_49_m_27_et._1964984976,"
 1-к квартира",18000,"Мануфактурная ул., 12",49.0,2,7,0,2020-07-14 21:01:00,,900 м,Стрелка,56.33065500000001,43.96108,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_99_et._1967740143,"
 2-к квартира",15000,"ул. Культуры, 7к2",48.0,9,9,55,2020-07-11 15:35:00,Агентство,,без метро,56.349155,43.855635,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_83_m_1417_et._1950510154,"
 3-к квартира",30000,"ул. Родионова, 29",83.0,14,17,50,2020-07-15 08:23:00,,,без метро,56.316284,44.06347,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_57_m_910_et._1965669982,"
 2-к квартира",23000,"Казанское ш., 8к2",57.0,9,10,50,2020-07-15 15:27:00,Агентство,,без метро,56.28661700000001,44.080115,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_35_et._1891237755,"
 2-к квартира",13000,Юбилейный б-р,45.0,3,5,50,2020-07-13 09:17:00,Агентство,"2,3 км",Буревестник,56.345324,43.85754,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_920_et._1918286054,"
 1-к квартира",12000,"д. Афонино, ул. Красная Поляна, 2",22.0,9,20,60,2020-07-15 14:36:00,Агентство,,без метро,56.276738,44.084544,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_59_et._1963182543,"
 1-к квартира",10000,"Горная ул., 30",35.0,5,9,30,2020-07-11 14:03:00,Агентство,,без метро,56.256263,43.98581,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_21_m_29_et._1904896053,"
 1-к квартира",10000,"Запрудная ул., 2",21.0,2,9,0,2020-07-13 21:05:00,,,без метро,56.291698,43.841289,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_35_et._1955106989,"
 1-к квартира",16000,"пр-т Гагарина, 7",31.0,3,5,10,2020-07-12 13:16:00,,"1,2 км",Горьковская,56.305065,43.984229,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_19_et._1954818039,"
 1-к квартира",16000,"Артельная ул., 11",22.0,1,9,0,2020-07-13 09:09:00,,"1,9 км",Горьковская,56.297133,43.995072,603098.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_79_et._1961517206,"
 2-к квартира",16000,"ул. Коминтерна, 22",45.0,7,9,0,2020-07-13 19:50:00,,"1,3 км",Буревестник,56.34056500000001,43.875533,603157.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_29_et._1951378544,"
 2-к квартира",14000,"ул. Федосеенко, 88",52.0,2,9,0,2020-07-14 08:38:00,,,без метро,56.34509499999999,43.804503,603127.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._1975142609,"
 1-к квартира",14000,"пр-т Гагарина, 62",31.0,2,5,0,2020-07-15 10:23:00,,,без метро,56.283929,43.981678,603104.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_89_et._1541937982,"
 1-к квартира",25000,"ул. Заломова, 3",33.0,8,9,0,2020-07-13 20:10:00,,"1,3 км",Горьковская,56.32190500000001,43.980304,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_39_et._1969215555,"
 1-к квартира",15000,"ул. Советской Армии, 15А",33.0,3,9,0,2020-07-14 14:58:00,,2 км,Парк Культуры,56.258073,43.847551,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_29_et._1960300884,"
 1-к квартира",15000,"ул. Родионова, 199к1",41.0,2,9,0,2020-07-11 11:46:00,,,без метро,56.30070500000001,44.077385,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_23_et._1886246036,"
 1-к квартира",9000,"пос. Новинки, Высокая ул., 16",33.0,2,3,0,2020-07-12 21:22:00,,,без метро,56.18304200000001,43.903219,,область
/nizhniy_novgorod/kvartiry/2-k_kvartira_43.3_m_59_et._1825960328,"
 2-к квартира",10000,"Союзный пр-т, 13",43.3,5,9,0,2020-07-12 17:54:00,,,без метро,56.357998,43.86125,603040.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_15_et._1961933124,"
 1-к квартира",12000,"Московское ш., 209",32.0,1,5,60,2020-07-14 15:28:00,Агентство,"2,2 км",Буревестник,56.31576,43.876656,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/studiya_31.3_m_2325_et._823270118,"
 Студия",13500,"пр-т Гагарина, 101к1",31.3,23,25,0,2020-07-13 15:16:00,,,без метро,56.238847,43.95613,,Приокский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_108_m_817_et._1785119462,"
 3-к квартира",45000,"ул. Ванеева, 6",108.0,8,17,50,2020-07-14 09:32:00,Агентство,"1,5 км",Горьковская,56.313738,44.018832,603024.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43_m_33_et._1631102169,"
 2-к квартира",25000,"ул. Минина, 10А",43.0,3,3,0,2020-07-14 10:54:00,Агентство,"2,1 км",Горьковская,56.328609,44.015032,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_318_et._1785046651,"
 1-к квартира",20000,"Краснозвёздная ул., 31",40.0,3,18,50,2020-07-14 12:51:00,Агентство,,без метро,56.286772,43.988146,603081.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_74_m_58_et._1967620106,"
 2-к квартира",65000,"ул. Володарского, 40",74.0,5,8,100,2020-07-15 09:10:00,Агентство,"1,3 км",Горьковская,56.31951899999999,44.01302,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/4-k_kvartira_100_m_35_et._1921362317,"
 4-к квартира",25000,"ул. Василия Иванова, 46",100.0,3,5,25,2020-07-14 11:00:00,Агентство,,без метро,56.36486,43.825713,603050.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_510_et._1953789188,"
 1-к квартира",11000,"ул. 40 лет Победы, 21",32.0,5,10,0,2020-07-12 21:59:00,,,без метро,56.22261999999999,43.953094,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_618_et._1885014385,"
 2-к квартира",16000,"ул. Романтиков, 6",50.0,6,18,0,2020-07-13 08:17:00,,,без метро,56.275864,44.049698,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_114_et._1873909596,"
 1-к квартира",15000,"пр-т Гагарина, 101к5",43.0,1,14,70,2020-07-15 00:44:00,Агентство,,без метро,56.236466,43.953606,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_72_m_29_et._1950328750,"
 3-к квартира",20000,"ул. Бринского, 4к1",72.0,2,9,70,2020-07-15 14:07:00,Агентство,,без метро,56.299241,44.063074,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_411_et._1980335125,"
 2-к квартира",15000,"ул. Романтиков, 2",52.0,4,11,0,2020-07-13 17:03:00,,,без метро,56.27501899999999,44.047012,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_21_m_19_et._126599233,"
 1-к квартира",6000,"микрорайон Мончегорский, Мончегорская ул., 16Ак1",21.0,1,9,0,2020-07-15 20:14:00,,"2,1 км",Парк Культуры,56.233925,43.82910800000001,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_510_et._1967777206,"
 1-к квартира",15000,"ул. Бетанкура, 29",37.0,5,10,0,2020-07-13 12:08:00,Агентство,600 м,Стрелка,56.3332,43.957846,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_1316_et._1817899415,"
 1-к квартира",23000,"ул. Невзоровых, 64к2",38.0,13,16,50,2020-07-14 09:31:00,Агентство,"1,7 км",Горьковская,56.316594,44.02159,603024.0,Советский район
