y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
3,Yes,0,6000,Заречная,Автозаводская линия,2-к квартира,70.0,14,17,1568284920,2 недели назад,56.261557999999994,44.014753999999996,603136,Приокский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,1-к квартира,50.0,13,19,1569573420,2 дня назад,56.307171999999994,44.080385,603093,Нижегородский район,No
4,Yes,70,700,Горьковская,Автозаводская линия,4-к квартира,130.0,7,19,1569573540,2 дня назад,56.313722999999996,43.984111999999996,603000,Нижегородский район,No
4,Yes,70,800,Горьковская,Автозаводская линия,3-к квартира,110.0,7,9,1569573540,2 дня назад,56.319479,44.001666,603000,Нижегородский район,No
3,No,0,5200,Горьковская,Автозаводская линия,1-к квартира,42.0,4,9,1569572940,2 дня назад,56.303127,44.07627100000001,603163,Нижегородский район,No
4,No,60,1500,Горьковская,Автозаводская линия,2-к квартира,44.0,3,9,1569571320,2 дня назад,56.313458,44.019704,603024,Советский район,Yes
4,Yes,60,800,Горьковская,Автозаводская линия,3-к квартира,122.0,4,8,1569572340,2 дня назад,56.319479,44.001666,603000,Нижегородский район,No
3,No,0,2500,Парк Культуры,Автозаводская линия,2-к квартира,50.0,14,17,1569569880,2 дня назад,56.219728,43.866137,603142,Автозаводский район,No
4,Yes,50,600,Горьковская,Автозаводская линия,3-к квартира,100.0,3,5,1569569640,2 дня назад,56.319244999999995,43.997578000000004,603000,Нижегородский район,No
3,No,0,3000,Горьковская,Автозаводская линия,3-к квартира,65.0,4,5,1569567780,2 дня назад,56.293177,44.026405,603146,Советский район,No
3,Yes,80,1600,Горьковская,Автозаводская линия,1-к квартира,54.0,2,10,1569569220,2 дня назад,56.314131999999994,44.020674,603024,Советский район,No
2,No,0,5800,Буревестник,Сормовская линия,Студия,22.0,17,17,1569567720,2 дня назад,56.36385799999999,43.815615,603139,Сормовский район,No
3,No,0,3500,Горьковская,Автозаводская линия,2-к квартира,47.0,9,9,1569567900,2 дня назад,56.316454,44.051127,603093,Нижегородский район,No
3,No,0,3900,Буревестник,None,1-к квартира,42.0,8,9,1569568260,2 дня назад,56.359125,43.853147,603040,Сормовский район,No
2,No,0,1600,Комсомольская,Автозаводская линия,1-к квартира,45.0,3,10,1569567000,2 дня назад,56.263967,43.875012,603095,Автозаводский район,No
2,No,0,5800,Буревестник,Сормовская линия,2-к квартира,50.0,4,5,1569566040,2 дня назад,56.36941700000001,43.822919,603158,Сормовский район,No
2,Yes,70,900,Горьковская,Автозаводская линия,1-к квартира,32.0,1,3,1569566640,2 дня назад,56.309284,43.982343,603000,Советский район,No
2,Yes,50,800,Канавинская,Сормовская линия,3-к квартира,74.0,4,9,1569565380,2 дня назад,56.32708100000001,43.935774,603116,Канавинский район,No
1,No,0,3400,Горьковская,Автозаводская линия,1-к квартира,38.0,8,9,1569564420,2 дня назад,56.314197,44.050461999999996,603093,Нижегородский район,No
2,No,0,2800,Горьковская,Автозаводская линия,1-к квартира,31.0,4,5,1569665460,1 день назад,56.319949,44.038317,603024,Нижегородский район,No
3,No,0,5400,Горьковская,Автозаводская линия,2-к квартира,51.0,13,17,1569563820,2 дня назад,56.275539,44.047416999999996,603162,Советский район,No
3,No,0,2800,Бурнаковская,Сормовская линия,1-к квартира,43.0,2,12,1569561420,2 дня назад,56.34751899999999,43.935629999999996,603159,Канавинский район,No
4,Yes,0,4500,Автозаводская,Автозаводская линия,3-к квартира,66.0,9,9,1569560460,2 дня назад,56.237402,43.96598400000001,603107,Приокский район,No
3,No,0,600,Двигатель Революции,Автозаводская линия,1-к квартира,32.0,6,10,1569683700,19 часов назад,56.272215,43.924015000000004,603073,Ленинский район,No
2,Yes,69,2200,Парк Культуры,Автозаводская линия,1-к квартира,37.0,3,9,1569546720,2 дня назад,56.221489,43.856803,603123,Автозаводский район,No
2,No,50,2600,Горьковская,Автозаводская линия,2-к квартира,45.0,5,5,1569531000,2 дня назад,56.291713,44.005995,603146,Советский район,No
2,No,0,800,Стрелка,Сормовская линия,1-к квартира,44.0,7,16,1569528120,2 дня назад,56.341747,43.956148,603159,Канавинский район,No
2,No,0,1300,Горьковская,Автозаводская линия,2-к квартира,36.0,1,2,1569525540,2 дня назад,56.325624,43.990481,603001,Нижегородский район,No
2,No,50,700,Заречная,Автозаводская линия,1-к квартира,36.0,3,5,1569522780,2 дня назад,56.279877,43.924599,603076,Ленинский район,No
2,No,0,1800,Бурнаковская,Сормовская линия,1-к квартира,33.0,4,5,1569522300,2 дня назад,56.314845999999996,43.889753000000006,603079,Канавинский район,No
2,Yes,60,1500,Парк Культуры,Автозаводская линия,1-к квартира,36.0,5,5,1569521520,2 дня назад,56.228436,43.867457,603083,Автозаводский район,No
1,Yes,30,2000,Парк Культуры,Автозаводская линия,1-к квартира,33.0,7,9,1569520140,2 дня назад,56.257978,43.845574,603138,Автозаводский район,No
