href,price,agency,commissionPercent,metroDistance,metroStation,adress,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_69_et._1042937508,10000,Агентство,60 %,2.8 км,Буревестник,"Нижний Новгород, ул Чаадаева, 12а",Сормовская линия,1-к квартира,31.0,6,9,   19 сентября 11:56 ,1 неделю назад,56.32801,43.848584,603035.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_610_et._1301197720,10000,Агентство,60 %,1.7 км,Буревестник,"Нижний Новгород, Бурнаковская улица, 59",Сормовская линия,1-к квартира,36.0,6,10,   19 сентября 11:50 ,1 неделю назад,56.341313,43.917592,603074.0,Московский район
/nizhniy_novgorod/kvartiry/4-k_kvartira_70_m_19_et._1811992832,20000,,0 %,6.4 км,Буревестник,"Нижний Новгород, Победная улица, 19",Сормовская линия,4-к квартира,70.0,1,9,   19 сентября 10:51 ,1 неделю назад,56.367138,43.807584999999996,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_35_et._688970805,10000,Агентство,60 %,2.6 км,Канавинская,"Нижний Новгород, Московское ш, 175",Сормовская линия,1-к квартира,32.0,3,5,   19 сентября 11:52 ,1 неделю назад,56.314712,43.886214,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_35_et._1797618490,18000,Агентство,50 %,3.3 км,Заречная,"Нижний Новгород, проспект Гагарина",Автозаводская линия,2-к квартира,60.0,3,5,   19 сентября 13:01 ,1 неделю назад,56.255327,43.97009,,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_510_et._1625456717,10000,Агентство,70 %,1.5 км,Парк Культуры,"Нижний Новгород, Коломенская улица, 12",Автозаводская линия,1-к квартира,35.0,5,10,   19 сентября 11:24 ,1 неделю назад,56.23678100000001,43.838316,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_70_m_59_et._1453646339,20000,Агентство,50 %,2.7 км,Буревестник,"Нижний Новгород, улица Льва Толстого, 7",Сормовская линия,3-к квартира,70.0,5,9,   19 сентября 11:10 ,1 неделю назад,56.350577,43.86213,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_96_m_710_et._1776333349,25000,Агентство,50 %,500 м,Ленинская,"Нижний Новгород, Литературная улица, 19",Автозаводская линия,3-к квартира,96.0,7,10,   19 сентября 12:03 ,1 неделю назад,56.302273,43.93722,603011.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_19_et._1805545538,10500,,70 %,1.5 км,Парк Культуры,"Нижний Новгород, улица Краснодонцев, 17",Автозаводская линия,1-к квартира,32.0,1,9,   19 сентября 10:55 ,1 неделю назад,56.254006999999994,43.851952000000004,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_25_et._1808533820,10000,Агентство,50 %,1.7 км,Буревестник,"Нижний Новгород, улица Коминтерна, 158",Сормовская линия,1-к квартира,30.0,2,5,   19 сентября 11:11 ,1 неделю назад,56.34465600000001,43.871994,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_711_et._1758672585,15000,"""Этажи - НН""",70 %,4.6 км,Горьковская,"Нижний Новгород, улица Александра Хохлова, 21",Автозаводская линия,1-к квартира,42.0,7,11,   19 сентября 12:21 ,1 неделю назад,56.30358100000001,44.067593,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_57_m_99_et._853058672,15000,,0 %,1.5 км,Парк Культуры,"Нижний Новгород, улица Юлиуса Фучика",Автозаводская линия,2-к квартира,57.0,9,9,   19 сентября 11:18 ,1 неделю назад,56.23401,43.876915999999994,,Автозаводский район
/nizhniy_novgorod/kvartiry/studiya_31.1_m_2324_et._1797799290,15000,Агентство,0 %,800 м,Чкаловская,"Нижний Новгород, улица Июльских Дней, 1к2",Автозаводская линия,Студия,31.1,23,24,   Сегодня 13:35 ,36 минут назад,56.307272,43.945359,,Ленинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_105_m_57_et._1814674189,50000,,0 %,900 м,Горьковская,"Нижний Новгород, 3-я Ямская улица, 30",Автозаводская линия,3-к квартира,105.0,5,7,   Сегодня 09:33 ,4 часа назад,56.31251999999999,43.980699,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_410_et._1821119260,40000,,0 %,1.5 км,Горьковская,"Нижний Новгород, площадь Свободы, 7",Автозаводская линия,1-к квартира,47.0,4,10,   Сегодня 09:01 ,5 часов назад,56.319244999999995,44.016551,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_70_m_1719_et._1811760652,70000,,0 %,1.5 км,Горьковская,"Нижний Новгород, площадь Свободы, 7",Автозаводская линия,2-к квартира,70.0,17,19,   Сегодня 00:16 ,13 часов назад,56.319244999999995,44.016551,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_14_et._1803510895,12000,,0 %,1.4 км,Горьковская,"Нижний Новгород, Ошарская улица, 78",Автозаводская линия,1-к квартира,32.0,1,4,   Сегодня 14:08 ,3 минуты назад,56.310607,44.017188,603105.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_51_m_89_et._1390347382,19000,Агентство,0 %,400 м,Заречная,"Нижний Новгород, проспект Ленина, 30 В",Автозаводская линия,2-к квартира,51.0,8,9,   Сегодня 14:10 ,1 минуту назад,56.287887,43.934740999999995,603140.0,Ленинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_56_m_35_et._1799037763,18000,Агентство,0 %,1.3 км,Парк Культуры,"Нижний Новгород, улица Ватутина, 16",Автозаводская линия,3-к квартира,56.0,3,5,   Сегодня 13:51 ,20 минут назад,56.251162,43.848673,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_19_et._1627787771,12000,Агентство,0 %,6 км,Буревестник,"Нижний Новгород, проспект Кораблестроителей, 18",Сормовская линия,1-к квартира,33.0,1,9,   Сегодня 13:31 ,40 минут назад,56.364451,43.813082,603158.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_49_m_79_et._917906554,14000,Агентство,50 %,2.4 км,Буревестник,"Нижний Новгород, ул Дмитрия Павлова",Сормовская линия,2-к квартира,49.0,7,9,   Сегодня 13:24 ,47 минут назад,56.351066,43.869559,,Сормовский район
/nizhniy_novgorod/kvartiry/studiya_25_m_1417_et._916959136,9500,,0 %,2.6 км,Парк Культуры,"г. Нижний Новгород, б. Южный д. 13",Автозаводская линия,Студия,25.0,14,17,   Сегодня 13:23 ,48 минут назад,56.217901,43.863954,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_59_et._1775902749,12000,Агентство,55 %,2.3 км,Буревестник,"Нижний Новгород, улица Дмитрия Павлова, 3",Сормовская линия,1-к квартира,32.0,5,9,   Сегодня 13:06 ,1 час назад,56.351259999999996,43.872155,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_34_et._1253670835,15000,"""Этажи - НН""",70 %,1.6 км,Горьковская,"Нижний Новгород, проспект Гагарина, 21к6",Автозаводская линия,1-к квартира,34.0,3,4,   Сегодня 13:04 ,1 час назад,56.301324,43.98166,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_1016_et._1641567469,16000,Агентство,60 %,1.3 км,Стрелка,"Нижний Новгород, Мещерский б-р, 9",Сормовская линия,1-к квартира,47.0,10,16,   Сегодня 13:03 ,1 час назад,56.340136,43.93007,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_46_m_36_et._1794881637,20000,,0 %,3 км,Горьковская,"Нижний Новгород, Ковровская улица, 47",Автозаводская линия,1-к квартира,46.0,3,6,   Сегодня 13:02 ,1 час назад,56.31887,44.043222,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_20_m_819_et._1398509031,12000,Агентство,50 %,6.9 км,Горьковская,"Нижний Новгород, деревня Афонино, Кстовский район, Нижегородская область, улица Красная Поляна, 2",Автозаводская линия,Студия,20.0,8,19,   Сегодня 12:55 ,1 час назад,56.276738,44.084544,,
/nizhniy_novgorod/kvartiry/3-k_kvartira_100_m_1117_et._1112831212,30000,,0 %,2.7 км,Горьковская,"Нижний Новгород, Высоковский проезд",Автозаводская линия,3-к квартира,100.0,11,17,   Сегодня 12:44 ,1 час назад,56.310762,44.037625,,Советский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_107_m_812_et._1240243745,27000,Агентство,60 %,5.9 км,Горьковская,"Нижний Новгород, Казанское шоссе, 10к5",Автозаводская линия,3-к квартира,107.0,8,12,   Сегодня 12:26 ,1 час назад,56.286637,44.077762,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_24_et._1821099441,12000,Агентство,70 %,700 м,Чкаловская,"Нижний Новгород, улица Июльских Дней, 20А",Автозаводская линия,1-к квартира,33.0,2,4,   Сегодня 12:23 ,1 час назад,56.307147,43.942727000000005,603011.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_85_m_26_et._912871335,35000,"""Этажи - НН""",70 %,2.6 км,Горьковская,"Нижний Новгород, Сенная пл, 6/49",Автозаводская линия,2-к квартира,85.0,2,6,   Сегодня 12:28 ,1 час назад,56.323163,44.033888,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36.5_m_23_et._828513857,12000,,0 %,5.3 км,Парк Культуры,"Нижний Новгород, Окский Берег ул. Богородская д. 8",Автозаводская линия,1-к квартира,36.5,2,3,   Сегодня 12:18 ,1 час назад,56.193822,43.852707,607635.0,
/nizhniy_novgorod/kvartiry/2-k_kvartira_90_m_45_et._735119001,35000,"""Этажи - НН""",70 %,600 м,Горьковская,"Нижний Новгород, Воровского 24",Автозаводская линия,2-к квартира,90.0,4,5,   Сегодня 12:23 ,1 час назад,56.311801,43.986574,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_46_m_710_et._1466919838,22000,"""Этажи - НН""",70 %,1 км,Горьковская,"Нижний Новгород, Малая Ямская улица, 63",Автозаводская линия,1-к квартира,46.0,7,10,   Сегодня 12:20 ,1 час назад,56.309853000000004,43.979989,603000.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_52_m_1515_et._1609217280,25000,"""Этажи - НН""",70 %,500 м,Горьковская,"Нижний Новгород, улица Белинского, 15",Автозаводская линия,1-к квартира,52.0,15,15,   Сегодня 12:21 ,1 час назад,56.310742000000005,44.001351,603105.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_70_m_69_et._1758326426,30000,"""Этажи - НН""",70 %,3.9 км,Горьковская,"Нижний Новгород, улица Ванеева, 221",Автозаводская линия,2-к квартира,70.0,6,9,   Сегодня 12:20 ,1 час назад,56.28436899999999,44.030232,603136.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_79_et._1790610548,15000,"""Этажи - НН""",70 %,5 км,Горьковская,"Нижний Новгород, жилой район Верхние Печёры, 1-й микрорайон, улица Композитора Касьянова, 6",Автозаводская линия,1-к квартира,33.0,7,9,   Сегодня 12:10 ,2 часа назад,56.291499,44.064952000000005,,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_73_m_29_et._1796642488,15000,,0 %,1.1 км,Буревестник,"Нижний Новгород, улица Коминтерна, 16",Сормовская линия,3-к квартира,73.0,2,9,   Сегодня 12:03 ,2 часа назад,56.340056000000004,43.879207,603157.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_35_et._1806968372,13000,Агентство,50 %,2.2 км,Буревестник,"Нижний Новгород, Московское шоссе, 209",Сормовская линия,1-к квартира,36.0,3,5,   Сегодня 12:01 ,2 часа назад,56.31576,43.876656,603079.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_42_m_78_et._1511943576,31000,,0 %,400 м,Горьковская,"Нижний Новгород, Большая Покровская улица, 32",Автозаводская линия,2-к квартира,42.0,7,8,   Сегодня 11:51 ,2 часа назад,56.317806999999995,43.996545000000005,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_39_et._1805663033,13000,Агентство,50 %,1.3 км,Буревестник,"Нижний Новгород, Берёзовская улица, 104А",Сормовская линия,1-к квартира,40.0,3,9,   Сегодня 11:41 ,2 часа назад,56.334348,43.871527,603157.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_15_et._1364988377,12500,,0 %,3 км,Горьковская,"Нижний Новгород, улица Надежды Сусловой, 10к3, подъезд 1",Автозаводская линия,1-к квартира,31.0,1,5,   Сегодня 11:12 ,2 часа назад,56.303831,44.040769,603106.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_44_m_49_et._1811674282,15000,Агентство,40 %,4.1 км,Автозаводская,"Нижний Новгород, проспект Гагарина, 222",Автозаводская линия,1-к квартира,44.0,4,9,   Сегодня 11:04 ,3 часа назад,56.230087,43.946698,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_19_et._711586076,14000,Агентство,0 %,3.2 км,Горьковская,"Нижний Новгород, Донецкая ул, 6",Автозаводская линия,1-к квартира,32.0,1,9,   Сегодня 10:36 ,3 часа назад,56.316474,44.047309000000006,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_410_et._1805742141,13000,Агентство,50 %,3.3 км,Буревестник,"Нижний Новгород, улица Чаадаева, 33",Сормовская линия,1-к квартира,36.0,4,10,   Сегодня 10:23 ,3 часа назад,56.331778,43.839321999999996,603148.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_45_et._1809681197,16000,Агентство,0 %,3.6 км,Заречная,"Нижний Новгород, улица Сурикова",Автозаводская линия,1-к квартира,30.0,4,5,   Сегодня 10:24 ,3 часа назад,56.277698,43.984328000000005,,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_25_et._1777621397,20000,Агентство,70 %,4 км,Автозаводская,"Нижний Новгород, проспект Гагарина, 101к3",Автозаводская линия,1-к квартира,47.0,2,5,   Сегодня 10:27 ,3 часа назад,56.238517,43.957145000000004,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_63_m_25_et._1196248963,19999,,0 %,4.5 км,Горьковская,"Нижний Новгород, бул. 60-летия Октября б-р, 17с17",None,3-к квартира,63.0,2,5,   Сегодня 10:09 ,4 часа назад,56.285208,44.046707,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_1323_et._1649885893,12000,Агентство,65 %,700 м,Стрелка,"жилой район Мещерское Озеро, Нижний Новгород, улица Карла Маркса, 47",Сормовская линия,1-к квартира,41.0,13,23,   Сегодня 09:34 ,4 часа назад,56.341513,43.945979,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_65_m_38_et._1778180419,25000,,0 %,5.5 км,Горьковская,"Нижний Новгород, Верхнепечёрская улица, 12к1",Автозаводская линия,3-к квартира,65.0,3,8,   Сегодня 09:29 ,4 часа назад,56.286802,44.070099,,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_17_m_310_et._1488704694,10000,,0 %,2.2 км,Парк Культуры,"микрорайон Мончегорский, Нижний Новгород, Мончегорская улица, 12к2, подъезд 3",Автозаводская линия,Студия,17.0,3,10,   Сегодня 09:24 ,4 часа назад,56.230627,43.82777,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_55_et._1605352691,14000,,0 %,700 м,Чкаловская,"Нижний Новгород, улица Искры, 1",Автозаводская линия,1-к квартира,33.0,5,5,   Сегодня 09:06 ,5 часов назад,56.306157999999996,43.932352,603011.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_917_et._1763549178,15000,Агентство,50 %,5.3 км,Горьковская,"Нижний Новгород, Нижне-Печёрская улица, 12",Автозаводская линия,1-к квартира,42.0,9,17,   Сегодня 08:49 ,5 часов назад,56.28326,44.061556,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_63_m_19_et._1794924293,20000,,0 %,1.3 км,Ленинская,"Нижний Новгород, улица Голубева, 3к2",Автозаводская линия,3-к квартира,63.0,1,9,   Сегодня 13:47 ,24 минуты назад,56.288256000000004,43.94995,603132.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_1017_et._1817193251,18000,Агентство,70 %,5.8 км,Двигатель Революции,"Нижний Новгород, улица Академика Сахарова, 119к2",Автозаводская линия,1-к квартира,35.0,10,17,   Сегодня 08:26 ,5 часов назад,56.259413,44.010496,,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_917_et._1809816132,15000,,0 %,2 км,Буревестник,"Нижний Новгород, Белозёрская улица, 1",Сормовская линия,1-к квартира,43.0,9,17,   Сегодня 11:30 ,2 часа назад,56.348247,43.872398,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_96_m_910_et._1800402794,42000,,0 %,1 км,Горьковская,"Нижний Новгород, 1-я Оранжерейная улица",Автозаводская линия,3-к квартира,96.0,9,10,   Сегодня 08:11 ,6 часов назад,56.30505,43.991721000000005,,Советский район
/nizhniy_novgorod/kvartiry/studiya_24_m_823_et._1800256161,11000,,0 %,6.9 км,Горьковская,"Нижний Новгород, Нижегородская область, Кстовский район, деревня Афонино, улица Красная Поляна, 3",Автозаводская линия,Студия,24.0,8,23,   Сегодня 07:58 ,6 часов назад,56.277443000000005,44.084212,,
/nizhniy_novgorod/kvartiry/studiya_21_m_214_et._1794114942,15000,Агентство,0 %,1.5 км,Горьковская,"Нижний Новгород, улица Героя Жидкова, 6",Автозаводская линия,Студия,21.0,2,14,   Сегодня 10:22 ,3 часа назад,56.30315699999999,43.980995,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_38_m_22_et._1407891065,10000,Риэлторская компания «Реал-ННедвижимость».,50 %,8.4 км,Буревестник,"Нижний Новгород, ул Красносормовская, 6",None,2-к квартира,38.0,2,2,   Вчера 23:50 ,14 часов назад,56.381714,43.789483000000004,603068.0,Сормовский район
/nizhniy_novgorod/kvartiry/studiya_18_m_214_et._1804365684,15000,Агентство,0 %,1.5 км,Горьковская,"Нижний Новгород, улица Героя Жидкова, 6",Автозаводская линия,Студия,18.0,2,14,   Вчера 22:33 ,15 часов назад,56.30315699999999,43.980995,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_35_et._1813673146,10000,,0 %,4.2 км,Горьковская,"Нижний Новгород, проспект Гагарина, 84",Автозаводская линия,1-к квартира,32.0,3,5,   Сегодня 11:09 ,3 часа назад,56.277488,43.979621,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_1414_et._1818127289,14000,Агентство,50 %,1.8 км,Горьковская,"Нижний Новгород, Республиканская улица, 23",Автозаводская линия,2-к квартира,52.0,14,14,   Вчера 20:53 ,17 часов назад,56.310577,44.022641,603105.0,Советский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_74_m_19_et._847320714,30000,,0 %,3.9 км,Автозаводская,"Нижний Новгород, Гагарина пр-кт, 101к5",Автозаводская линия,3-к квартира,74.0,1,9,   Вчера 19:47 ,18 часов назад,56.236466,43.953606,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_55_m_35_et._795657420,12900,,0 %,11.5 км,Буревестник,"Нижний Новгород, ул Дубравная",Сормовская линия,2-к квартира,55.0,3,5,   Вчера 19:17 ,18 часов назад,56.38991600000001,43.741611999999996,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_410_et._1772788879,12000,,50 %,1.9 км,Пролетарская,"Нижний Новгород, проспект Бусыгина, 50",Автозаводская линия,1-к квартира,35.0,4,10,   Вчера 18:52 ,19 часов назад,56.272785,43.885172,603053.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_65_m_410_et._1797835201,20000,Агентство,70 %,700 м,Ленинская,"Нижний Новгород, улица Менделеева, 15А",Автозаводская линия,2-к квартира,65.0,4,10,   12 сентября 09:15 ,2 недели назад,56.30429,43.934795,603011.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_12_et._899212758,22000,Агентство,0 %,2.3 км,Горьковская,"Нижний Новгород, Полтавский пер, 1",Автозаводская линия,1-к квартира,45.0,1,2,   12 сентября 15:21 ,2 недели назад,56.31553,44.032208000000004,603089.0,Советский район
/nizhniy_novgorod/kvartiry/studiya_52_m_78_et._983552096,25000,Агентство,70 %,300 м,Горьковская,"Нижний Новгород, ул Новая, 51",Автозаводская линия,Студия,52.0,7,8,   12 сентября 13:08 ,2 недели назад,56.314161999999996,43.989215,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._888716477,9000,Агентство,60 %,900 м,Парк Культуры,"Нижний Новгород, улица Лескова",Автозаводская линия,1-к квартира,31.0,2,5,   11 сентября 20:46 ,2 недели назад,56.233484,43.856992,,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_64_m_1718_et._1333531482,50000,"""Этажи - НН""",70 %,800 м,Горьковская,"Нижний Новгород, улица Максима Горького, 43",Автозаводская линия,2-к квартира,64.0,17,18,   12 сентября 10:59 ,2 недели назад,56.312125,43.982298,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_110_et._1778745442,10000,,0 %,1.2 км,Парк Культуры,"Нижний Новгород, микрорайон Соцгород-I, Комсомольская улица, 17",Автозаводская линия,1-к квартира,35.0,1,10,   11 сентября 20:38 ,2 недели назад,56.252356999999996,43.857306,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_25_et._1776878470,12000,Агентство,50 %,3.6 км,Заречная,"Нижний Новгород, улица Терешковой, 5А",Автозаводская линия,2-к квартира,45.0,2,5,   11 сентября 19:40 ,2 недели назад,56.275504000000005,43.983412,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_62_m_39_et._1776535920,17000,,60 %,2.1 км,Горьковская,"Нижний Новгород, Светлогорский переулок, 4",Автозаводская линия,2-к квартира,62.0,3,9,   12 сентября 00:13 ,2 недели назад,56.294895999999994,43.989907,603057.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32.9_m_49_et._1818118019,15000,,50 %,3.4 км,Горьковская,"Нижний Новгород, Кудьминская улица, 2",Автозаводская линия,1-к квартира,32.9,4,9,   11 сентября 22:32 ,2 недели назад,56.318775,44.049061,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_35_et._1149685576,12000,Mikhail Arenda NN,70 %,500 м,Заречная,"Нижний Новгород, ул Космонавта Комарова, 12",Автозаводская линия,1-к квартира,34.0,3,5,   11 сентября 21:50 ,2 недели назад,56.28213,43.930977,603076.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_410_et._1774297093,10000,"АН ""Седьмой Континент""",50 %,500 м,Стрелка,"Нижний Новгород, жилой район Мещерское Озеро, Мещерский бульвар",Сормовская линия,1-к квартира,40.0,4,10,   11 сентября 17:50 ,2 недели назад,56.336264,43.940814,,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_78_m_14_et._1239546604,40000,,0 %,800 м,Горьковская,"Нижний Новгород, улица Большие Овраги, 4",Автозаводская линия,2-к квартира,78.0,1,4,   12 сентября 07:05 ,2 недели назад,56.313848,43.981471,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_52.1_m_18_et._1793829634,13000,,0 %,1.1 км,Парк Культуры,"Нижний Новгород, Молодёжный проспект, 38",Автозаводская линия,1-к квартира,52.1,1,8,   11 сентября 20:19 ,2 недели назад,56.243784999999995,43.843571000000004,603101.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_318_et._1050440627,16000,Агентство,0 %,1.3 км,Стрелка,"Нижний Новгород, жилой район Мещерское Озеро, Мещерский бульвар, 9",Сормовская линия,1-к квартира,47.0,3,18,   11 сентября 23:49 ,2 недели назад,56.340136,43.93007,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_431_et._1796004452,13000,,0 %,3.6 км,Заречная,"Нижний Новгород, улица Сурикова, 12",Автозаводская линия,1-к квартира,33.0,4,31,   11 сентября 16:30 ,2 недели назад,56.277243000000006,43.98431,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_79_et._1800347709,15000,,30 %,500 м,Московская,"Нижний Новгород, улица Генерала Зимина, 4",Сормовская линия,2-к квартира,45.0,7,9,   11 сентября 17:19 ,2 недели назад,56.324830000000006,43.942655,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_59_et._1808510479,20000,,70 %,1.4 км,Горьковская,"Нижний Новгород, Варварская улица, 40Б",Автозаводская линия,1-к квартира,45.0,5,9,   12 сентября 00:55 ,2 недели назад,56.320682,44.014646,603006.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_318_et._1776298769,19000,,70 %,3.2 км,Горьковская,"Нижний Новгород, Краснозвёздная улица, 33, подъезд 2",Автозаводская линия,1-к квартира,40.0,3,18,   12 сентября 00:11 ,2 недели назад,56.285588,43.987894,603081.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_410_et._1776641999,19000,,60 %,400 м,Горьковская,"Нижний Новгород, улица Белинского, 36, подъезд 4",Автозаводская линия,1-к квартира,41.0,4,10,   12 сентября 00:12 ,2 недели назад,56.310103000000005,43.995915999999994,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_76_m_2225_et._1796312734,20000,,0 %,1.1 км,Ленинская,"Нижний Новгород, Левобережная улица, 5",Автозаводская линия,3-к квартира,76.0,22,25,   11 сентября 15:39 ,2 недели назад,56.302463,43.953139,,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_23_et._1765477176,15000,Агентство,50 %,4.3 км,Двигатель Революции,"Нижний Новгород, улица Радистов, 9",Автозаводская линия,2-к квартира,60.0,2,3,   11 сентября 15:18 ,2 недели назад,56.262097,43.985459999999996,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_912_et._836542200,13000,,0 %,1.6 км,Парк Культуры,"Нижний Новгород, улица Краснодонцев, 19к1",Автозаводская линия,1-к квартира,40.0,9,12,   11 сентября 16:18 ,2 недели назад,56.255322,43.852258,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_15_et._1143885955,15000,,0 %,4.9 км,Горьковская,"Нижний Новгород, улица Бонч-Бруевича, 2, подъезд 2",Автозаводская линия,1-к квартира,30.0,1,5,   11 сентября 18:40 ,2 недели назад,56.270345999999996,43.983699,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_55_m_1719_et._854081383,20000,Агентство,70 %,900 м,Ленинская,"Нижний Новгород, Окская улица, 1",Автозаводская линия,1-к квартира,55.0,17,19,   12 сентября 00:37 ,2 недели назад,56.299985,43.951477000000004,,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_49_m_29_et._1821834557,16000,,0 %,4.5 км,Двигатель Революции,"Нижний Новгород, Горная улица, 32",Автозаводская линия,2-к квартира,49.0,2,9,   11 сентября 14:50 ,2 недели назад,56.256122999999995,43.984517,603062.0,Приокский район
